id,name,quality,level,required_level,item_class_name,item_class_id,item_subclass_name,item_subclass_id,inventory_type,purchase_price,sell_price,is_equippable
40734,Bracers of Dalaran's Parapets,EPIC,35,30,Armor,4,Plate,4,WRIST,989300,1,True
15644,Ironhide Gauntlets,UNCOMMON,27,20,Armor,4,Mail,3,HAND,1023803,204760,True
193503,Crimson Combatant's Wildercloth Treads,UNCOMMON,330,70,Armor,4,Cloth,1,FEET,180315,36063,True
55761,Darrowmere Shoulderpads,UNCOMMON,35,30,Armor,4,Cloth,1,SHOULDER,1863227,372645,True
83078,Legacy of the Masters (Part 1),COMMON,1,0,Miscellaneous,15,Junk,0,NON_EQUIP,0,0,False
35965,Bloodspore Robe,UNCOMMON,32,27,Armor,4,Cloth,1,ROBE,2282033,456406,True
24722,Dreghood Trousers,UNCOMMON,30,25,Armor,4,Leather,2,LEGS,2278888,455777,True
121075,Icepine Gloves,UNCOMMON,44,40,Armor,4,Leather,2,HAND,650502,130100,True
37808,Dragonjaw Mauler,RARE,34,29,Weapon,2,Mace,4,WEAPON,4005365,801073,True
14980,Exalted Legplates,UNCOMMON,29,24,Armor,4,Plate,4,LEGS,2103345,420669,True
37803,Lola's Lifegiving Branch,RARE,32,27,Weapon,2,Staff,10,TWOHWEAPON,5220508,1044101,True
1721,Viking Warhammer,RARE,27,21,Weapon,2,Mace,4,WEAPON,3498875,699775,True
115993,Glowing Blackrock Band,RARE,43,39,Armor,4,Miscellaneous,0,FINGER,67043,13408,True
15251,Headstriker Sword,UNCOMMON,23,16,Weapon,2,Sword,8,TWOHWEAPON,1419824,283964,True
177027,Old Glove,POOR,1,1,Miscellaneous,15,Junk,0,NON_EQUIP,33000,8250,False
201031,Nokhudon Cloak,RARE,1,1,Armor,4,Cloth,1,CLOAK,800000,200000,True
83795,Scrying Roguestone,COMMON,33,0,Consumable,0,Other,8,NON_EQUIP,10000,2500,False
164659,Sinister Combatant's Leather Gauntlets,EPIC,60,50,Armor,4,Leather,2,HAND,1879452,375890,True
15333,Wrangler's Cloak,UNCOMMON,14,8,Armor,4,Cloth,1,CLOAK,6769,1353,True
82127,Miner Pauldrons,UNCOMMON,37,32,Armor,4,Plate,4,SHOULDER,1840283,368056,True
82181,Snowy Legplates,UNCOMMON,38,33,Armor,4,Plate,4,LEGS,2562284,512456,True
14802,Bloodlust Gauntlets,UNCOMMON,28,21,Armor,4,Mail,3,HAND,1064967,212993,True
55562,Sundown Bracers,UNCOMMON,35,29,Armor,4,Mail,3,WRIST,1281940,256388,True
159577,Zocali Longstaff,UNCOMMON,58,50,Weapon,2,Staff,10,TWOHWEAPON,4812967,962593,True
14603,Warden's Mantle,UNCOMMON,22,15,Armor,4,Leather,2,SHOULDER,369855,73971,True
112498,Prismatic Focusing Lens,UNCOMMON,1,1,Consumable,0,Other,8,NON_EQUIP,10000,2500,False
94261,Deathbog Hauberk,UNCOMMON,38,35,Armor,4,Mail,3,CHEST,403459,80691,True
24743,Ranger Jerkin,UNCOMMON,31,25,Armor,4,Leather,2,CHEST,2317999,463599,True
14307,Bonecaster's Crown,UNCOMMON,29,23,Armor,4,Cloth,1,HEAD,1603306,320661,True
90493,Misthide Gloves,RARE,38,32,Armor,4,Leather,2,HAND,205461,41092,True
118846,Gorget of Primal Might,EPIC,44,40,Armor,4,Miscellaneous,0,NECK,1785168,357033,True
20832,Moonsoul Crown,RARE,19,12,Armor,4,Cloth,1,HEAD,10435,2087,True
14250,Lunar Slippers,UNCOMMON,23,16,Armor,4,Cloth,1,FEET,485052,97010,True
24632,Feralfen Hand,UNCOMMON,31,25,Armor,4,Cloth,1,HAND,1174150,234830,True
10075,Righteous Spaulders,UNCOMMON,26,20,Armor,4,Leather,2,SHOULDER,1467752,293550,True
151571,Lightweave Breeches,EPIC,50,45,Armor,4,Cloth,1,LEGS,544592,108918,True
14579,Dokebi Boots,UNCOMMON,19,12,Armor,4,Leather,2,FEET,35191,7038,True
25289,Majestic Wand,UNCOMMON,31,26,Weapon,2,Wand,19,RANGEDRIGHT,4173484,834696,True
112306,War Deck,EPIC,44,0,Tradeskill,7,Inscription,16,NON_EQUIP,200000,50000,False
6401,Pattern: Dark Silk Shirt,COMMON,1,0,Recipe,9,Tailoring,2,NON_EQUIP,1100,275,False
81970,Stitched Handwraps,UNCOMMON,37,31,Armor,4,Cloth,1,HAND,1215424,243084,True
8178,Training Sword,UNCOMMON,5,3,Weapon,2,Sword,8,TWOHWEAPON,1531,306,True
14261,Bloodwoven Cloak,UNCOMMON,23,16,Armor,4,Cloth,1,CLOAK,567140,113428,True
14499,Pattern: Mooncloth Bag,UNCOMMON,25,0,Recipe,9,Tailoring,2,NON_EQUIP,30000,7500,False
36118,Taunka Gloves,UNCOMMON,33,28,Armor,4,Leather,2,HAND,1193196,238639,True
13521,Recipe: Flask of Supreme Power,UNCOMMON,25,0,Recipe,9,Alchemy,6,NON_EQUIP,40000,10000,False
25324,Angerstaff,UNCOMMON,29,24,Weapon,2,Staff,10,TWOHWEAPON,3777504,755500,True
25365,Eroded Mail Armor,POOR,29,25,Armor,4,Mail,3,CHEST,851850,170370,True
188723,Singed Cloth Legwraps,POOR,200,50,Armor,4,Cloth,1,LEGS,977769,195553,True
89994,Schematic: Celestial Firework,COMMON,35,1,Recipe,9,Engineering,3,NON_EQUIP,0,0,False
58233,Squire's Vest,COMMON,1,0,Armor,4,Plate,4,CHEST,38,7,True
20954,Heavy Iron Knuckles,UNCOMMON,19,12,Weapon,2,Fist Weapon,13,WEAPON,17136,3427,True
24589,Fireheart Girdle,UNCOMMON,30,24,Armor,4,Cloth,1,WAIST,1108617,221723,True
22903,Recipe: Insane Strength Potion,UNCOMMON,1,0,Recipe,9,Alchemy,6,NON_EQUIP,40000,10000,False
82046,Bronzed Bow,UNCOMMON,37,32,Weapon,2,Bow,2,RANGED,4431587,886317,True
7369,Elder's Robe,UNCOMMON,20,13,Armor,4,Cloth,1,ROBE,196093,39218,True
12830,Plans: Corruption,COMMON,1,0,Recipe,9,Blacksmithing,4,NON_EQUIP,22000,5500,False
94054,Battered Saurscale Gloves,UNCOMMON,38,35,Armor,4,Mail,3,HAND,339215,67843,True
42372,Scarlet Filigreed Shirt,UNCOMMON,1,0,Armor,4,Miscellaneous,0,BODY,300000,75000,True
71715,A Treatise on Strategy,RARE,1,1,Quest,12,Quest,0,NON_EQUIP,0,0,False
98599,White Cloud Leggings,EPIC,42,35,Armor,4,Cloth,1,LEGS,504249,100849,True
6386,Glimmering Mail Legguards,UNCOMMON,18,11,Armor,4,Mail,3,LEGS,41643,8328,True
15239,Felstone Reaver,UNCOMMON,29,23,Weapon,2,Axe,0,WEAPON,2926687,585337,True
15611,Bonelink Cape,UNCOMMON,23,16,Armor,4,Cloth,1,CLOAK,612721,122544,True
44670,Soul-Sealed Belt,RARE,34,27,Armor,4,Plate,4,WAIST,1388568,277713,True
203966,Cord of Shriveled Heads,RARE,29,25,Armor,4,Mail,3,WAIST,576,115,True
36351,Jormungar Helmet,UNCOMMON,33,28,Armor,4,Plate,4,HEAD,1825712,365142,True
25336,Splintering Greatstaff,UNCOMMON,32,27,Weapon,2,Staff,10,TWOHWEAPON,4053376,810675,True
175554,Shimmerbough Gloves,UNCOMMON,100,50,Armor,4,Cloth,1,HAND,1293316,258663,True
31308,The Bringer of Death,RARE,32,27,Weapon,2,Staff,10,TWOHWEAPON,5055878,1011175,True
87412,Plans: Chestplate of Limitless Faith,EPIC,35,1,Recipe,9,Blacksmithing,4,NON_EQUIP,300000,75000,False
220336,Begrimed Spaulders,POOR,400,68,Armor,4,Plate,4,SHOULDER,0,0,True
90578,Zom's Rain-Stained Cloak,EPIC,39,35,Armor,4,Cloth,1,CLOAK,3040503,608100,True
55367,Mereldar Scepter,UNCOMMON,36,31,Weapon,2,Mace,4,WEAPON,3531936,706387,True
24937,Darkcrest Gauntlets,UNCOMMON,30,24,Armor,4,Plate,4,HAND,1178897,235779,True
4319,Azure Silk Gloves,UNCOMMON,18,11,Armor,4,Cloth,1,HAND,4984,996,True
86281,Pattern: Nightfire Robe,EPIC,35,1,Recipe,9,Leatherworking,1,NON_EQUIP,300000,75000,False
16055,Schematic: Arcane Bomb,UNCOMMON,25,0,Recipe,9,Engineering,3,NON_EQUIP,24000,6000,False
67234,Thartuk's Inimitable Gauntlets,RARE,37,32,Armor,4,Leather,2,HAND,1516288,303257,True
147726,Nethercluster,RARE,45,1,Consumable,0,Other,8,NON_EQUIP,0,0,False
4731,Glyphed Epaulets,UNCOMMON,22,14,Armor,4,Leather,2,SHOULDER,214783,42956,True
23499,Fel Iron Greatsword,UNCOMMON,31,25,Weapon,2,Sword,8,TWOHWEAPON,116068,23213,True
25128,Shining Mace,UNCOMMON,29,24,Weapon,2,Mace,5,TWOHWEAPON,4019987,803997,True
47625,Plans: Titanium Spikeguards,EPIC,32,0,Recipe,9,Blacksmithing,4,NON_EQUIP,1000000,25000,False
4822,Owl's Disk,UNCOMMON,14,9,Armor,4,Shield,6,SHIELD,10708,2141,True
94042,Forgotten Peacekeeper Shoulders,UNCOMMON,38,35,Armor,4,Plate,4,SHOULDER,482908,96581,True
33395,Icy Mail Pants,POOR,32,27,Armor,4,Mail,3,LEGS,944145,188829,True
82433,Contender's Satin Pants,RARE,39,35,Armor,4,Cloth,1,LEGS,127684,25536,True
164519,Voodoo Stalker's Mask,UNCOMMON,60,50,Armor,4,Mail,3,HEAD,1544091,308818,True
159596,Rivermarsh Machete,UNCOMMON,58,50,Weapon,2,Sword,7,WEAPON,3835658,767131,True
14634,Recipe: Frost Oil,UNCOMMON,1,0,Recipe,9,Alchemy,6,NON_EQUIP,2500,625,False
94072,Timeworn Shadowtooth Cuirass,UNCOMMON,38,35,Armor,4,Leather,2,CHEST,669619,133923,True
164455,Swarmfury Raiment,UNCOMMON,60,50,Armor,4,Cloth,1,ROBE,2190452,438090,True
18295,Phasing Boots,RARE,24,21,Armor,4,Cloth,1,FEET,835784,167156,True
164650,Sinister Combatant's Deckpounder,EPIC,60,50,Weapon,2,Mace,5,TWOHWEAPON,6456060,1291212,True
14795,Protector Helm,UNCOMMON,27,21,Armor,4,Mail,3,HEAD,1514788,302957,True
86238,Pattern: Chestguard of Nemeses,EPIC,35,1,Recipe,9,Leatherworking,1,NON_EQUIP,300000,75000,False
2369,Woven Gloves,COMMON,5,3,Armor,4,Cloth,1,HAND,265,53,True
116611,Gorian Broadaxe,UNCOMMON,43,39,Weapon,2,Axe,1,TWOHWEAPON,4264549,852909,True
118842,Dorian's Cipher Key,EPIC,44,40,Armor,4,Miscellaneous,0,NECK,1759860,351972,True
3414,Crested Scepter,RARE,16,10,Weapon,2,Mace,4,WEAPON,29494,5898,True
7920,Mithril Scale Pants,UNCOMMON,23,16,Armor,4,Mail,3,LEGS,21390,4278,True
36637,Horrific Crossbow,UNCOMMON,34,29,Weapon,2,Crossbow,18,RANGEDRIGHT,4490626,898125,True
15548,Thick Scale Gauntlets,UNCOMMON,19,12,Armor,4,Mail,3,HAND,28842,5768,True
1394,Driftwood Club,UNCOMMON,8,5,Weapon,2,Mace,4,WEAPON,3701,740,True
25106,Cobra Shortblade,UNCOMMON,31,25,Weapon,2,Dagger,15,WEAPON,3447494,689498,True
118799,Draenic Ribsmasher,RARE,43,38,Weapon,2,Mace,5,TWOHWEAPON,5282016,1056403,True
8296,Traveler's Jerkin,UNCOMMON,29,23,Armor,4,Leather,2,CHEST,2015461,403092,True
55729,Bluefen Sandals,UNCOMMON,36,32,Armor,4,Cloth,1,FEET,1737649,347529,True
164543,Wild Marauder Helm,UNCOMMON,60,50,Armor,4,Mail,3,HEAD,1610363,322072,True
87487,Shield of Sonorous Resonation,RARE,39,32,Armor,4,Shield,6,SHIELD,2805210,561042,True
7496,Field Plate Shield,UNCOMMON,23,16,Armor,4,Shield,6,SHIELD,713103,142620,True
36545,Branched Stick,UNCOMMON,32,27,Weapon,2,Staff,10,TWOHWEAPON,4429638,885927,True
164269,Plundered Death Chatter Wand,RARE,60,50,Weapon,2,Wand,19,RANGEDRIGHT,4884353,976870,True
13867,Runecloth Shoulders,UNCOMMON,29,23,Armor,4,Cloth,1,SHOULDER,35258,7051,True
97831,Latent Kor'kron Spaulders,EPIC,39,35,Armor,4,Miscellaneous,0,NON_EQUIP,250000,50000,False
10631,Murkwater Gauntlets,RARE,28,21,Armor,4,Mail,3,HAND,1199383,239876,True
75093,Vicious Embersilk Robe,RARE,37,32,Armor,4,Cloth,1,ROBE,96417,19283,True
62093,Pockmarked Cloth Pants,POOR,33,30,Armor,4,Cloth,1,LEGS,950973,190194,True
1483,Face Smasher,RARE,13,8,Weapon,2,Mace,4,WEAPON,13163,2632,True
184809,Tabone's Branded Pauldrons,EPIC,190,60,Armor,4,Plate,4,SHOULDER,3001836,600367,True
7535,Cabalist Belt,UNCOMMON,24,18,Armor,4,Leather,2,WAIST,671460,134292,True
159855,Honorable Combatant's Deckpounder,RARE,59,50,Weapon,2,Mace,5,TWOHWEAPON,4517549,903509,True
7538,Champion's Armor,UNCOMMON,25,19,Armor,4,Mail,3,CHEST,1592765,318553,True
121193,Vale Walker's Pendant,UNCOMMON,44,40,Armor,4,Miscellaneous,0,NECK,580065,116013,True
24809,Unyielding Fists,UNCOMMON,29,24,Armor,4,Mail,3,HAND,1131811,226362,True
15887,Heroic Guard,UNCOMMON,29,24,Armor,4,Shield,6,SHIELD,1944204,388840,True
76157,Waterworn Handguards,EPIC,37,32,Armor,4,Leather,2,HAND,1899757,379951,True
36569,Savage Talons,UNCOMMON,35,29,Weapon,2,Fist Weapon,13,WEAPON,3408807,681761,True
6415,Aurora Robe,UNCOMMON,22,15,Armor,4,Cloth,1,ROBE,482402,96480,True
167982,Notorious Combatant's Satin Cloak,EPIC,60,50,Armor,4,Cloth,1,CLOAK,2727716,545543,True
44313,Zom's Crackling Bulwark,EPIC,35,30,Armor,4,Shield,6,SHIELD,3415895,683179,True
24610,Laughing Skull Pants,UNCOMMON,30,25,Armor,4,Cloth,1,LEGS,2287369,457473,True
118893,Lylirra's Shining Circlet,EPIC,44,40,Armor,4,Cloth,1,HEAD,2973451,594690,True
59466,Ironstar's Impenetrable Cover,EPIC,37,32,Armor,4,Cloth,1,CLOAK,687129,137425,True
113131,Warmaster's Firestick,RARE,44,35,Weapon,2,Wand,19,RANGEDRIGHT,388415,77683,True
15180,Praetorian Girdle,UNCOMMON,27,21,Armor,4,Leather,2,WAIST,965057,193011,True
36529,Unearthed Broadsword,UNCOMMON,32,26,Weapon,2,Sword,8,TWOHWEAPON,4059328,811865,True
24259,Vengeance Wrap,EPIC,31,27,Armor,4,Cloth,1,CLOAK,80457,16091,True
2232,Dark Runner Boots,UNCOMMON,16,10,Armor,4,Cloth,1,FEET,12921,2584,True
20921,Sun Cured Boots,COMMON,2,1,Armor,4,Leather,2,FEET,64,12,True
67121,Chestguard of the Caring Ursine,RARE,37,32,Armor,4,Leather,2,CHEST,3015346,603069,True
55411,Splinterspear Spear,UNCOMMON,36,30,Weapon,2,Polearm,6,TWOHWEAPON,4156910,831382,True
20975,Design: The Jade Eye,COMMON,1,0,Recipe,9,Jewelcrafting,10,NON_EQUIP,2500,625,False
28270,Formula: Enchant Chest - Major Resilience,UNCOMMON,1,0,Recipe,9,Enchanting,8,NON_EQUIP,60000,15000,False
15794,Ripped Ogre Loincloth,POOR,5,0,Armor,4,Cloth,1,LEGS,342,68,True
118873,Jerek's Intractable Barrier,RARE,41,36,Armor,4,Shield,6,SHIELD,2624926,524985,True
36641,Bound Musket,UNCOMMON,32,26,Weapon,2,Gun,3,RANGEDRIGHT,4043597,808719,True
36388,Revenant Greaves,UNCOMMON,35,29,Armor,4,Plate,4,FEET,1819171,363834,True
3734,Recipe: Big Bear Steak,COMMON,1,0,Recipe,9,Cooking,5,NON_EQUIP,1600,400,False
50447,Harbinger's Bone Band,EPIC,35,30,Armor,4,Miscellaneous,0,FINGER,302495,75623,True
15166,Imposing Gloves,UNCOMMON,24,17,Armor,4,Leather,2,HAND,447165,89433,True
12251,Big Stick,UNCOMMON,21,14,Weapon,2,Staff,10,TWOHWEAPON,390279,78055,True
106309,Sun-Baked Armor,POOR,35,35,Armor,4,Leather,2,CHEST,990270,198054,True
37765,Leggings of the Water Moccasin,RARE,33,28,Armor,4,Leather,2,LEGS,2970985,594197,True
8223,Blade of the Basilisk,RARE,21,14,Weapon,2,Sword,7,WEAPON,25198,5039,True
118923,Sentinel's Companion,RARE,1,0,Miscellaneous,15,Companion Pets,2,NON_EQUIP,1,1,False
184759,Tasty Purian,COMMON,1,1,Miscellaneous,15,Other,4,NON_EQUIP,0,0,False
36512,Onerous Mallet,UNCOMMON,34,29,Weapon,2,Mace,5,TWOHWEAPON,4191865,838373,True
7111,Nightsky Armor,UNCOMMON,21,14,Armor,4,Cloth,1,CHEST,210969,42193,True
36197,Skom Chain Vest,UNCOMMON,32,27,Armor,4,Mail,3,CHEST,2401656,480331,True
36043,Crystalsong Sash,UNCOMMON,34,29,Armor,4,Cloth,1,WAIST,1194117,238823,True
14292,Arachnidian Cape,UNCOMMON,25,19,Armor,4,Cloth,1,CLOAK,1278656,255731,True
10627,Bludgeon of the Grinning Dog,RARE,28,21,Weapon,2,Staff,10,TWOHWEAPON,86295,17259,True
36065,Coldwraith Mantle,UNCOMMON,35,30,Armor,4,Cloth,1,SHOULDER,1792223,358444,True
78302,Replica Lightforge Belt,RARE,1,22,Armor,4,Plate,4,WAIST,37,7,True
136350,"Brumdysla, Hammer of Vrorsk",COMMON,1,1,Profession,19,Blacksmithing,0,PROFESSION_TOOL,18,3,True
2243,Hand of Edward the Odd,EPIC,29,24,Weapon,2,Mace,4,WEAPON,107904,21580,True
7084,Pattern: Crimson Silk Shoulders,UNCOMMON,1,0,Recipe,9,Tailoring,2,NON_EQUIP,1400,350,False
36184,Garmaul Legguards,UNCOMMON,32,26,Armor,4,Mail,3,LEGS,2458929,491785,True
5578,Plans: Silvered Bronze Breastplate,UNCOMMON,1,0,Recipe,9,Blacksmithing,4,NON_EQUIP,1200,300,False
14456,Elunarian Vest,UNCOMMON,29,24,Armor,4,Cloth,1,CHEST,2110494,422098,True
203839,Ancient Technique: Gurubashi Hoodoo Stick,RARE,1,1,Recipe,9,Inscription,11,NON_EQUIP,0,0,False
67127,Bracers of Caustic Purification,RARE,37,32,Armor,4,Leather,2,WRIST,1548946,309789,True
25091,Mistyreed Torch,UNCOMMON,30,25,Armor,4,Miscellaneous,0,HOLDABLE,1897553,379510,True
116503,Vinewrapped Staff,UNCOMMON,39,36,Weapon,2,Staff,10,TWOHWEAPON,4292503,858500,True
14272,Gaea's Handwraps,UNCOMMON,25,18,Armor,4,Cloth,1,HAND,761705,152341,True
159217,Sagehold Circlet,UNCOMMON,58,50,Armor,4,Cloth,1,HEAD,2010290,402058,True
154790,Unraveling Cloth Handwraps,POOR,37,40,Armor,4,Cloth,1,HAND,511291,102258,True
31280,Thundercaller's Gauntlets,RARE,31,26,Armor,4,Mail,3,HAND,1363835,272767,True
9844,Conjurer's Vest,UNCOMMON,21,14,Armor,4,Cloth,1,CHEST,262256,52451,True
1604,Chromatic Sword,UNCOMMON,24,17,Weapon,2,Sword,8,TWOHWEAPON,1566590,313318,True
119343,Eye-Blinder Greatcloak,EPIC,44,40,Armor,4,Cloth,1,CLOAK,1588583,317716,True
160936,Depleted Arcane Scepter,POOR,37,45,Weapon,2,Wand,19,RANGEDRIGHT,1758466,351693,True
69962,Pattern: Clutches of Evil,EPIC,32,0,Recipe,9,Leatherworking,1,NON_EQUIP,75000,18750,False
87424,Cryptwarden's Breastplate,RARE,39,32,Armor,4,Plate,4,CHEST,3079440,615888,True
4707,Lambent Scale Girdle,UNCOMMON,16,10,Armor,4,Mail,3,WAIST,10078,2015,True
153083,Bile-Scoured Leggings,POOR,37,40,Armor,4,Plate,4,LEGS,947616,189523,True
34827,Noble's Monocle,COMMON,1,0,Armor,4,Cosmetic,5,HEAD,412803,112803,True
184375,Shattered Orbiter Crystal,POOR,55,1,Miscellaneous,15,Junk,0,NON_EQUIP,1118746,279686,False
24908,Talhide Shoulderguards,UNCOMMON,32,27,Armor,4,Mail,3,SHOULDER,1725195,345039,True
41984,Hat of Wintry Doom,RARE,35,30,Armor,4,Cloth,1,HEAD,51103,10220,True
31914,Lunacy Deck,EPIC,27,0,Quest,12,Quest,0,NON_EQUIP,300000,75000,False
116467,Frostbitten Hammer,UNCOMMON,39,35,Weapon,2,Mace,5,TWOHWEAPON,4351373,870274,True
15582,Sparkleshell Legguards,UNCOMMON,22,15,Armor,4,Mail,3,LEGS,303827,60765,True
13491,Recipe: Elixir of the Mongoose,UNCOMMON,1,0,Recipe,9,Alchemy,6,NON_EQUIP,16000,4000,False
11982,Viridian Band,UNCOMMON,14,9,Armor,4,Miscellaneous,0,FINGER,4251,1062,True
25008,Conqueror's Breastplate,UNCOMMON,32,27,Armor,4,Plate,4,CHEST,2360166,472033,True
1624,Skullsplitter Helm,UNCOMMON,23,16,Armor,4,Mail,3,HEAD,577016,115403,True
25203,Chipped Woodchopper,UNCOMMON,30,25,Weapon,2,Axe,0,WEAPON,3150694,630138,True
10316,Pattern: Colorful Kilt,UNCOMMON,1,0,Recipe,9,Tailoring,2,NON_EQUIP,800,200,False
14751,Slayer's Surcoat,UNCOMMON,19,12,Armor,4,Mail,3,CHEST,89325,17865,True
36381,Golem Breastplate,UNCOMMON,34,29,Armor,4,Plate,4,CHEST,2365672,473134,True
37625,Web Winder Gloves,RARE,35,30,Armor,4,Plate,4,HAND,1434155,286831,True
24768,Clefthoof Gloves,UNCOMMON,31,26,Armor,4,Leather,2,HAND,1202682,240536,True
116595,Bloodmane Bow,UNCOMMON,42,39,Weapon,2,Bow,2,RANGED,4319919,863983,True
14797,Protector Pads,UNCOMMON,26,20,Armor,4,Mail,3,SHOULDER,1485232,297046,True
106416,Frostlink Bracers,UNCOMMON,39,35,Armor,4,Mail,3,WRIST,1233157,246631,True
55282,Steelspark Axe,UNCOMMON,35,29,Weapon,2,Axe,0,WEAPON,3371424,674284,True
25014,Shattered Hand Belt,UNCOMMON,32,27,Armor,4,Plate,4,WAIST,1247983,249596,True
159173,Freehold Shoulderpads,UNCOMMON,58,50,Armor,4,Leather,2,SHOULDER,2130417,426083,True
159479,Zem'lan Chopper,UNCOMMON,58,50,Weapon,2,Axe,0,WEAPON,3778733,755746,True
14462,Elunarian Sarong,UNCOMMON,29,24,Armor,4,Cloth,1,LEGS,2156749,431349,True
141588,Talisman of Jaimil Lightheart,EPIC,50,40,Armor,4,Miscellaneous,0,NECK,672631,134526,True
25184,Ravager Claws,UNCOMMON,29,24,Weapon,2,Fist Weapon,13,WEAPON,3169568,633913,True
24848,Fenclaw Armor,UNCOMMON,30,25,Armor,4,Mail,3,CHEST,2409937,481987,True
55309,Swamplight Cloak,UNCOMMON,35,29,Armor,4,Cloth,1,CLOAK,1861651,372330,True
2579,Green Linen Shirt,UNCOMMON,1,0,Armor,4,Miscellaneous,0,BODY,150,37,True
25260,Archer's Crossbow,UNCOMMON,31,25,Weapon,2,Crossbow,18,RANGEDRIGHT,4323887,864777,True
14283,Opulent Leggings,UNCOMMON,27,21,Armor,4,Cloth,1,LEGS,1991115,398223,True
1715,Polished Jazeraint Armor,RARE,24,17,Armor,4,Mail,3,CHEST,937353,187470,True
24778,Boneshredder Britches,UNCOMMON,32,26,Armor,4,Leather,2,LEGS,2315165,463033,True
14131,Ritual Belt,UNCOMMON,11,7,Armor,4,Cloth,1,WAIST,2458,491,True
8257,Serpentskin Bracers,UNCOMMON,26,20,Armor,4,Leather,2,WRIST,1005195,201039,True
24725,Dementia Cord,UNCOMMON,30,25,Armor,4,Leather,2,WAIST,1163961,232792,True
11736,Libram of Resilience,UNCOMMON,21,21,Recipe,9,Book,0,NON_EQUIP,0,0,False
25039,Farseer Cloak,UNCOMMON,31,26,Armor,4,Cloth,1,CLOAK,1692557,338511,True
1509,Warped Leather Vest,POOR,5,3,Armor,4,Leather,2,CHEST,419,83,True
2245,Helm of Narv,EPIC,29,23,Armor,4,Mail,3,HEAD,2448445,489689,True
24615,Vindicator Tunic,UNCOMMON,30,25,Armor,4,Cloth,1,CHEST,2340023,468004,True
14777,Ravager's Shield,UNCOMMON,24,17,Armor,4,Shield,6,SHIELD,757307,151461,True
121067,Thunder Totem Cloak,UNCOMMON,44,40,Armor,4,Cloth,1,CLOAK,1038935,207787,True
55543,Rethban Pauldrons,UNCOMMON,35,29,Armor,4,Plate,4,SHOULDER,1732701,346540,True
118837,Puu'sey's Pantaloons,RARE,43,38,Armor,4,Mail,3,LEGS,2934806,586961,True
10634,Mindseye Circle,RARE,28,21,Armor,4,Miscellaneous,0,FINGER,43250,10812,True
14936,Heroic Legplates,UNCOMMON,29,23,Armor,4,Plate,4,LEGS,2017143,403428,True
45096,Pattern: Blue Belt of Chaos,EPIC,32,0,Recipe,9,Leatherworking,1,NON_EQUIP,1000000,25000,False
24845,Wrathfin Bindings,UNCOMMON,30,25,Armor,4,Mail,3,WRIST,1193717,238743,True
9508,Mechbuilder's Overalls,RARE,18,11,Armor,4,Cloth,1,ROBE,42537,8507,True
25231,Fel-Wrought Halberd,UNCOMMON,30,25,Weapon,2,Polearm,6,TWOHWEAPON,4058964,811792,True
9903,Jazeraint Leggings,UNCOMMON,23,16,Armor,4,Mail,3,LEGS,647711,129542,True
15189,Grand Boots,UNCOMMON,29,23,Armor,4,Leather,2,FEET,1591974,318394,True
15646,Ironhide Legguards,UNCOMMON,28,21,Armor,4,Mail,3,LEGS,2118655,423731,True
187247,Death-Enveloped Shoulder Spikes,EPIC,1,50,Armor,4,Cosmetic,5,SHOULDER,1500000,1500000,True
24709,Vengeance Belt,UNCOMMON,30,24,Armor,4,Leather,2,WAIST,1170521,234104,True
152088,Horror Fiend-Scale Breastplate,EPIC,50,45,Armor,4,Mail,3,CHEST,3037752,607550,True
116465,Frostbitten Mace,UNCOMMON,39,35,Weapon,2,Mace,4,WEAPON,3455036,691007,True
4497,Heavy Brown Bag,COMMON,16,0,Container,1,Bag,0,BAG,20000,5000,True
10264,Adventurer's Tunic,UNCOMMON,29,25,Armor,4,Leather,2,CHEST,2124581,424916,True
121071,Enchanted Roc Feather,UNCOMMON,44,40,Armor,4,Miscellaneous,0,TRINKET,1092009,218401,True
25102,Jaedenis Dagger,UNCOMMON,30,24,Weapon,2,Dagger,15,WEAPON,3252323,650464,True
14808,Warstrike Belt,UNCOMMON,29,23,Armor,4,Mail,3,WAIST,1033894,206778,True
174816,Stitched Leather Pants,COMMON,5,8,Armor,4,Leather,2,LEGS,676,135,True
36279,Spiderlord Helm,UNCOMMON,35,29,Armor,4,Mail,3,HEAD,1894188,378837,True
3837,Golden Scale Coif,UNCOMMON,21,14,Armor,4,Mail,3,HEAD,11889,2377,True
10385,Hyperion Greaves,UNCOMMON,29,24,Armor,4,Plate,4,FEET,1520835,304167,True
14407,Stonecloth Vest,UNCOMMON,22,14,Armor,4,Cloth,1,CHEST,300081,60016,True
24939,Darkcrest Legguards,UNCOMMON,30,24,Armor,4,Plate,4,LEGS,2361284,472256,True
14119,Aboriginal Loincloth,UNCOMMON,10,6,Armor,4,Cloth,1,LEGS,3311,662,True
15269,Massive Battle Axe,UNCOMMON,15,9,Weapon,2,Axe,1,TWOHWEAPON,25804,5160,True
7528,Cabalist Leggings,UNCOMMON,25,19,Armor,4,Leather,2,LEGS,1534671,306934,True
19815,Punctured Voodoo Doll,UNCOMMON,1,0,Quest,12,Quest,0,NON_EQUIP,0,0,False
31139,Fist of Reckoning,RARE,30,25,Weapon,2,Mace,4,WEAPON,3946314,789262,True
177769,Avowed Tormenter's Handwraps,UNCOMMON,100,50,Armor,4,Cloth,1,HAND,1270704,254140,True
