item,zone
199023,14011
199000,14011
198991,14011
199035,14011
198996,14011
198997,14011
199033,14011
199045,14011
199008,14011
199005,14011
199040,14011
199010,14011
198986,14011
199038,14011
199001,14011
199022,14011
199043,14011
198999,14011
199047,14011
199003,14011
199011,14011
199014,14011
199013,14011
199002,14011
163969,9164
163967,9164
159228,9164
163954,9164
159171,9164
159475,9164
163957,9164
159161,9164
159497,9164
163946,9164
159593,9164
159172,9164
159602,9164
159504,9164
163959,9164
159188,9164
159230,9164
159519,9164
159564,9164
159568,9164
159521,9164
159509,9164
159802,9164
159189,9164
159525,9164
159184,9164
159584,9164
159589,9164
159820,9164
159803,9164
159797,9164
159186,9164
163933,9164
159501,9164
159585,9164
159520,9164
159587,9164
163947,9164
159535,9164
159167,9164
159187,9164
159524,9164
159185,9164
159551,9164
159818,9164
159164,9164
159566,9164
159569,9164
159168,9164
159493,9164
159173,9164
159474,9164
159799,9164
159502,9164
159496,9164
159163,9164
159571,9164
159560,9164
159174,9164
159590,9164
159158,9164
159805,9164
159540,9164
159605,9164
159800,9164
159522,9164
159523,9164
159229,9164
159806,9164
159604,9164
159537,9164
159166,9164
159511,9164
159539,9164
159473,9164
159494,9164
159162,9164
141575,7672
141568,7672
141576,7672
141583,7672
121122,7672
141579,7672
121160,7672
121153,7672
121126,7672
121157,7672
121155,7672
121131,7672
121117,7672
121112,7672
141582,7672
121163,7672
121132,7672
121116,7672
121162,7672
121128,7672
121130,7672
121127,7672
121118,7672
121164,7672
121150,7672
121114,7672
121156,7672
121161,7672
121125,7672
121129,7672
121152,7672
121111,7672
121158,7672
141580,7672
121113,7672
121151,7672
121134,7672
121154,7672
121159,7672
121115,7672
121138,7672
121137,7672
141588,7672
121165,7672
121133,7672
121124,7672
67144,5396
67137,5396
67147,5396
67145,5396
67148,5396
67130,5396
67143,5396
67133,5396
67129,5396
67139,5396
55709,5396
67140,5396
67141,5396
66972,5396
67124,5396
66940,5396
67132,5396
55881,5396
67150,5396
55413,5396
55674,5396
67071,5396
66971,5396
55458,5396
55501,5396
55628,5396
66993,5396
67122,5396
66973,5396
67119,5396
67135,5396
55306,5396
55359,5396
55285,5396
55367,5396
55756,5396
55585,5396
67142,5396
66992,5396
55610,5396
55648,5396
67123,5396
66968,5396
55350,5396
66969,5396
55486,5396
67115,5396
55603,5396
55376,5396
66931,5396
66991,5396
55591,5396
55315,5396
55305,5396
55655,5396
66976,5396
55387,5396
55378,5396
55492,5396
55738,5396
55331,5396
55540,5396
55531,5396
67120,5396
66989,5396
55288,5396
55449,5396
55675,5396
55295,5396
55681,5396
55296,5396
55432,5396
55556,5396
55287,5396
55619,5396
55692,5396
55772,5396
67069,5396
66994,5396
55567,5396
55618,5396
55717,5396
55764,5396
55396,5396
55645,5396
55440,5396
55431,5396
55360,5396
55411,5396
55584,5396
55422,5396
55682,5396
55314,5396
55404,5396
55414,5396
66987,5396
55294,5396
55459,5396
55592,5396
55621,5396
55774,5396
55456,5396
55412,5396
55666,5396
55656,5396
55324,5396
55763,5396
55349,5396
55423,5396
55557,5396
55537,5396
66932,5396
55485,5396
55504,5396
55495,5396
55755,5396
55377,5396
55351,5396
55574,5396
55528,5396
55502,5396
55358,5396
55575,5396
55484,5396
55375,5396
55465,5396
55711,5396
66990,5396
66941,5396
55340,5396
55630,5396
55312,5396
55348,5396
55322,5396
55583,5396
55339,5396
55521,5396
55512,5396
55564,5396
55513,5396
55629,5396
55573,5396
66975,5396
67057,5396
55468,5396
55548,5396
55719,5396
55710,5396
55438,5396
55395,5396
66942,5396
55538,5396
67050,5396
55646,5396
55483,5396
55286,5396
55323,5396
55762,5396
55467,5396
55547,5396
55673,5396
55522,5396
67067,5396
67125,5396
67127,5396
55420,5396
55430,5396
55718,5396
55753,5396
67126,5396
66974,5396
67121,5396
55304,5396
55366,5396
55654,5396
55342,5396
55593,5396
55708,5396
55313,5396
55510,5396
66970,5396
67061,5396
55439,5396
55582,5396
55745,5396
55558,5396
55636,5396
55402,5396
55765,5396
55612,5396
55321,5396
55565,5396
55441,5396
55333,5396
55394,5396
55429,5396
55638,5396
55457,5396
55754,5396
55639,5396
55702,5396
55736,5396
55601,5396
55727,5396
55665,5396
55520,5396
55737,5396
55663,5396
55728,5396
55637,5396
55700,5396
55747,5396
55771,5396
55647,5396
55726,5396
55297,5396
55369,5396
55657,5396
55720,5396
55664,5396
55549,5396
55690,5396
55566,5396
55683,5396
55405,5396
55693,5396
55386,5396
55341,5396
55332,5396
55555,5396
55368,5396
55403,5396
55546,5396
55729,5396
55384,5396
55735,5396
55494,5396
55330,5396
55620,5396
55773,5396
55529,5396
55611,5396
55539,5396
55511,5396
55699,5396
55450,5396
55672,5396
55691,5396
55493,5396
55701,5396
55385,5396
55744,5396
55448,5396
55600,5396
55609,5396
55519,5396
55627,5396
55684,5396
55746,5396
55393,5396
55421,5396
55530,5396
55602,5396
55466,5396
55447,5396
55503,5396
55594,5396
55576,5396
1168,1583
8190,1583
647,1583
13044,1583
3075,1583
10384,1583
13053,1583
13067,1583
10187,1583
10217,1583
13036,1583
10230,1583
10118,1583
8309,1583
15257,1583
10250,1583
10368,1583
10215,1583
1607,1583
1203,1583
15214,1583
13004,1583
944,1583
8265,1583
9402,1583
4037,1583
10266,1583
10077,1583
10128,1583
10378,1583
8271,1583
15256,1583
15272,1583
10389,1583
2244,1583
10135,1583
13111,1583
8303,1583
16735,1583
10169,1583
1263,1583
8316,1583
10168,1583
4039,1583
6587,1583
10164,1583
8319,1583
6615,1583
14552,1583
13003,1583
8269,1583
10166,1583
4071,1583
10390,1583
15217,1583
8268,1583
10218,1583
8267,1583
14171,1583
4718,1583
13022,1583
8312,1583
6612,1583
8183,1583
13133,1583
8252,1583
4048,1583
13077,1583
7357,1583
13070,1583
16713,1583
15254,1583
8306,1583
10142,1583
13060,1583
16696,1583
9825,1583
10246,1583
16683,1583
10269,1583
10249,1583
15939,1583
10386,1583
9857,1583
16736,1583
13047,1583
13056,1583
10289,1583
6394,1583
10251,1583
10270,1583
10160,1583
10261,1583
10370,1583
10125,1583
7354,1583
9797,1583
8310,1583
2245,1583
10373,1583
10159,1583
10259,1583
15288,1583
10233,1583
10113,1583
10179,1583
3185,1583
3197,1583
9845,1583
5213,1583
10145,1583
15220,1583
13007,1583
8272,1583
3037,1583
4720,1583
15325,1583
15282,1583
12026,1583
8287,1583
2099,1583
8317,1583
6395,1583
8296,1583
10263,1583
10362,1583
10103,1583
9855,1583
3042,1583
3039,1583
10138,1583
13015,1583
10163,1583
8285,1583
10148,1583
15226,1583
13116,1583
13006,1583
811,1583
10108,1583
10074,1583
1207,1583
6409,1583
10406,1583
3186,1583
6566,1583
3199,1583
8305,1583
10152,1583
10365,1583
10275,1583
13123,1583
11979,1583
10366,1583
15255,1583
8292,1583
10120,1583
15286,1583
3210,1583
15230,1583
15211,1583
10220,1583
10227,1583
10122,1583
2246,1583
13122,1583
15322,1583
4076,1583
7413,1583
3041,1583
10228,1583
10280,1583
10210,1583
10070,1583
8297,1583
8298,1583
10097,1583
9860,1583
9824,1583
6602,1583
2072,1583
9793,1583
13260,1583
8288,1583
10214,1583
15273,1583
10252,1583
8245,1583
24222,1583
9946,1583
10109,1583
10244,1583
7368,1583
15285,1583
6607,1583
4568,1583
10273,1583
10157,1583
10225,1583
13096,1583
8318,1583
10175,1583
10178,1583
10123,1583
10279,1583
6660,1583
10124,1583
9943,1583
10186,1583
5214,1583
7367,1583
10404,1583
15284,1583
8186,1583
3740,1583
789,1583
12046,1583
10236,1583
10144,1583
10253,1583
10385,1583
15296,1583
10364,1583
10216,1583
8293,1583
10111,1583
16680,1583
8284,1583
6408,1583
15250,1583
6389,1583
15223,1583
3193,1583
10379,1583
10265,1583
11991,1583
10102,1583
15239,1583
10110,1583
10065,1583
10189,1583
15237,1583
16673,1583
9950,1583
8251,1583
15232,1583
9828,1583
3201,1583
8313,1583
10387,1583
10150,1583
4696,1583
8283,1583
10257,1583
10226,1583
10255,1583
13107,1583
10232,1583
12035,1583
15271,1583
15276,1583
10121,1583
11990,1583
13146,1583
2080,1583
9861,1583
865,1583
15259,1583
10211,1583
10153,1583
1443,1583
10268,1583
10078,1583
12028,1583
6396,1583
6616,1583
8184,1583
9802,1583
3198,1583
10382,1583
13002,1583
15940,1583
10219,1583
10222,1583
10149,1583
10247,1583
10376,1583
13013,1583
15930,1583
10193,1583
10231,1583
10240,1583
11977,1583
8302,1583
10098,1583
9853,1583
7409,1583
7366,1583
4719,1583
15231,1583
9808,1583
15246,1583
10391,1583
10154,1583
10146,1583
10272,1583
10258,1583
15943,1583
10267,1583
10374,1583
15219,1583
8304,1583
10172,1583
8320,1583
10181,1583
15281,1583
10277,1583
8275,1583
12014,1583
8314,1583
10200,1583
10173,1583
4040,1583
15224,1583
6562,1583
12005,1583
12016,1583
8307,1583
8289,1583
12057,1583
12027,1583
10141,1583
15278,1583
10162,1583
11992,1583
12056,1583
16703,1583
10221,1583
11978,1583
15218,1583
10276,1583
12002,1583
1721,1583
12034,1583
15213,1583
4712,1583
4064,1583
9815,1583
15269,1583
3065,1583
10137,1583
10363,1583
13072,1583
10274,1583
13001,1583
8300,1583
10381,1583
10212,1583
8291,1583
10371,1583
10375,1583
10224,1583
833,1583
15229,1583
10195,1583
15294,1583
10093,1583
6426,1583
7436,1583
7355,1583
6410,1583
4722,1583
15241,1583
6570,1583
2985,1583
10136,1583
8308,1583
10147,1583
10256,1583
15265,1583
10281,1583
10170,1583
13120,1583
10282,1583
9944,1583
10198,1583
15275,1583
13126,1583
1465,1583
15225,1583
15242,1583
2077,1583
10264,1583
10151,1583
10106,1583
10278,1583
13118,1583
10057,1583
8294,1583
10204,1583
8270,1583
10107,1583
8263,1583
10192,1583
10064,1583
10199,1583
4054,1583
9868,1583
9820,1583
4050,1583
6611,1583
3057,1583
790,1583
10140,1583
13101,1583
10383,1583
10262,1583
10099,1583
8286,1583
10100,1583
10165,1583
10167,1583
10213,1583
13040,1583
10369,1583
15936,1583
12004,1583
13130,1583
15238,1583
10126,1583
10171,1583
6404,1583
9846,1583
6406,1583
7406,1583
9847,1583
6407,1583
9823,1583
7370,1583
3212,1583
3647,1583
10235,1583
10105,1583
15266,1583
10156,1583
8299,1583
10237,1583
10177,1583
8258,1583
15295,1583
8262,1583
10176,1583
7416,1583
15267,1583
10104,1583
10139,1583
15931,1583
10372,1583
10155,1583
8301,1583
15264,1583
10223,1583
10182,1583
10188,1583
10234,1583
15228,1583
10245,1583
8261,1583
10377,1583
8290,1583
15938,1583
10112,1583
8295,1583
10095,1583
10229,1583
10183,1583
9835,1583
10388,1583
10260,1583
10248,1583
10161,1583
12045,1583
13091,1583
10119,1583
15280,1583
10096,1583
8254,1583
10380,1583
10101,1583
12015,1583
12025,1583
12039,1583
13135,1583
12036,1583
15324,1583
4052,1583
141568,7805
121214,7805
141574,7805
141589,7805
121183,7805
121187,7805
121220,7805
121181,7805
121186,7805
121210,7805
121168,7805
141569,7805
121173,7805
121217,7805
121218,7805
121216,7805
141586,7805
121215,7805
121212,7805
121213,7805
121207,7805
121185,7805
121205,7805
121172,7805
121209,7805
121180,7805
121219,7805
121170,7805
121167,7805
121188,7805
121166,7805
121208,7805
121182,7805
121189,7805
121169,7805
121206,7805
121184,7805
121177,7805
121171,7805
141588,7805
121211,7805
121192,7805
121179,7805
121193,7805
199049,13982
199026,13982
199018,13982
199020,13982
199039,13982
198992,13982
199027,13982
199017,13982
198995,13982
199032,13982
199021,13982
199024,13982
198988,13982
198998,13982
199015,13982
199029,13982
198985,13982
199030,13982
199004,13982
198994,13982
199012,13982
199037,13982
199019,13982
198987,13982
199007,13982
198990,13982
199009,13982
199044,13982
199046,13982
199025,13982
199042,13982
198989,13982
199031,13982
198993,13982
199016,13982
199028,13982
199006,13982
199000,13982
199023,13982
199035,13982
198991,13982
198997,13982
198996,13982
199033,13982
199045,13982
199008,13982
199040,13982
199010,13982
199005,13982
198986,13982
199022,13982
199038,13982
199001,13982
198999,13982
199043,13982
199003,13982
199047,13982
199014,13982
199011,13982
199002,13982
199013,13982
141570,7812
121122,7812
121160,7812
121153,7812
121126,7812
121157,7812
121155,7812
121131,7812
141569,7812
121112,7812
121117,7812
121132,7812
121163,7812
121116,7812
121162,7812
121128,7812
121130,7812
121127,7812
121150,7812
121164,7812
121118,7812
141584,7812
121125,7812
121129,7812
121114,7812
121156,7812
121161,7812
121158,7812
121111,7812
121152,7812
121151,7812
121113,7812
121154,7812
121134,7812
121159,7812
121115,7812
121138,7812
121137,7812
121133,7812
121165,7812
121124,7812
199049,14032
199018,14032
199026,14032
199020,14032
199039,14032
198992,14032
199017,14032
198995,14032
199027,14032
199032,14032
199024,14032
199021,14032
198988,14032
198998,14032
199015,14032
198985,14032
199029,14032
198994,14032
199012,14032
199004,14032
199030,14032
199037,14032
199019,14032
199007,14032
198987,14032
198990,14032
199044,14032
199009,14032
199046,14032
198989,14032
199025,14032
199042,14032
199031,14032
198993,14032
199028,14032
199006,14032
199016,14032
199000,14032
199023,14032
198991,14032
199035,14032
198997,14032
198996,14032
199033,14032
199045,14032
199008,14032
199005,14032
199010,14032
199040,14032
198986,14032
199022,14032
199038,14032
199001,14032
198999,14032
199043,14032
199003,14032
199047,14032
199014,14032
199011,14032
199013,14032
199002,14032
199049,14082
199026,14082
199018,14082
199020,14082
199039,14082
198992,14082
199017,14082
199027,14082
198995,14082
199032,14082
199021,14082
199024,14082
198988,14082
198998,14082
199015,14082
198985,14082
199029,14082
199030,14082
198994,14082
199012,14082
199004,14082
199037,14082
199019,14082
199007,14082
198987,14082
198990,14082
199009,14082
199044,14082
199046,14082
198989,14082
199042,14082
199025,14082
199031,14082
198993,14082
199006,14082
199028,14082
199016,14082
199023,14082
199000,14082
198991,14082
199035,14082
198997,14082
198996,14082
199033,14082
199045,14082
199005,14082
199010,14082
199008,14082
199040,14082
198986,14082
199001,14082
199022,14082
199038,14082
199043,14082
198999,14082
199047,14082
199003,14082
199014,14082
199011,14082
199013,14082
199002,14082
176975,13228
178950,13228
184801,13228
176991,13228
176976,13228
178953,13228
178951,13228
176978,13228
176968,13228
176965,13228
178949,13228
178948,13228
176966,13228
176990,13228
180793,13228
176969,13228
176963,13228
176971,13228
176988,13228
176974,13228
176982,13228
176984,13228
176977,13228
176985,13228
178943,13228
176964,13228
184789,13228
180794,13228
176992,13228
176961,13228
176973,13228
184790,13228
178945,13228
180795,13228
178947,13228
176986,13228
178944,13228
176967,13228
176983,13228
176980,13228
178946,13228
176981,13228
176989,13228
176970,13228
178952,13228
176979,13228
176972,13228
176962,13228
176987,13228
118803,7307
118796,7307
116686,7307
106731,7307
116623,7307
116630,7307
116636,7307
116617,7307
106687,7307
106701,7307
106719,7307
118781,7307
106725,7307
122240,7307
106752,7307
106741,7307
106748,7307
116639,7307
116641,7307
106750,7307
116614,7307
106691,7307
106739,7307
116620,7307
116643,7307
106747,7307
118783,7307
118883,7307
118843,7307
118825,7307
106689,7307
116642,7307
106721,7307
106733,7307
116634,7307
106700,7307
106734,7307
106751,7307
106722,7307
106729,7307
106737,7307
106702,7307
116522,7307
116628,7307
106712,7307
106706,7307
106703,7307
106688,7307
116610,7307
106626,7307
116723,7307
106744,7307
116640,7307
116622,7307
106710,7307
106716,7307
116612,7307
116724,7307
106745,7307
116635,7307
106692,7307
106711,7307
116721,7307
106740,7307
116638,7307
116633,7307
118846,7307
106707,7307
116624,7307
106699,7307
116687,7307
106727,7307
116615,7307
116613,7307
116626,7307
116611,7307
116518,7307
116541,7307
106726,7307
116629,7307
106742,7307
116722,7307
106616,7307
116537,7307
118862,7307
116632,7307
118870,7307
106728,7307
106732,7307
118839,7307
116725,7307
116631,7307
106694,7307
106589,7307
106615,7307
106577,7307
118890,7307
106723,7307
106715,7307
106693,7307
106635,7307
106565,7307
116619,7307
106746,7307
116627,7307
106735,7307
116625,7307
106690,7307
106695,7307
106709,7307
116573,7307
106527,7307
116637,7307
106730,7307
106696,7307
106714,7307
106704,7307
106587,7307
116621,7307
116616,7307
66924,5088
66895,5088
67045,5088
66980,5088
66883,5088
55709,5088
66940,5088
55823,5088
55824,5088
66971,5088
55628,5088
55501,5088
55356,5088
67122,5088
66982,5088
55670,5088
67119,5088
55285,5088
67032,5088
55367,5088
55662,5088
55293,5088
66985,5088
55464,5088
66956,5088
55610,5088
66965,5088
66963,5088
55409,5088
66968,5088
66882,5088
55769,5088
55553,5088
55302,5088
67115,5088
55822,5088
67105,5088
55376,5088
55689,5088
66991,5088
66931,5088
66960,5088
55655,5088
55591,5088
66964,5088
55481,5088
55644,5088
55492,5088
67037,5088
55283,5088
55331,5088
67117,5088
55563,5088
55364,5088
55653,5088
55571,5088
55681,5088
55295,5088
55619,5088
55772,5088
55556,5088
67043,5088
67047,5088
55698,5088
55607,5088
55319,5088
55338,5088
55392,5088
55554,5088
55618,5088
55411,5088
55682,5088
66904,5088
66962,5088
55645,5088
55717,5088
55328,5088
55724,5088
55761,5088
55671,5088
55455,5088
55456,5088
55537,5088
55763,5088
66957,5088
66981,5088
67118,5088
55412,5088
55349,5088
66987,5088
55294,5088
55592,5088
55697,5088
55589,5088
55310,5088
55311,5088
55608,5088
55391,5088
55446,5088
55491,5088
55562,5088
55617,5088
66932,5088
55465,5088
55484,5088
67104,5088
67109,5088
67111,5088
55502,5088
55357,5088
55358,5088
55574,5088
55528,5088
55375,5088
55303,5088
55580,5088
55500,5088
55706,5088
55355,5088
55382,5088
55445,5088
55616,5088
55320,5088
55625,5088
55626,5088
66990,5088
55322,5088
55564,5088
55573,5088
67052,5088
55340,5088
66984,5088
66916,5088
67040,5088
66986,5088
55339,5088
55312,5088
55348,5088
55583,5088
67051,5088
55743,5088
55598,5088
55337,5088
55373,5088
55482,5088
55454,5088
55599,5088
55347,5088
55374,5088
55463,5088
55733,5088
55383,5088
67057,5088
66967,5088
55438,5088
55284,5088
55286,5088
67050,5088
55547,5088
55538,5088
55646,5088
55483,5088
55673,5088
55762,5088
55346,5088
55292,5088
55688,5088
55418,5088
66966,5088
55718,5088
55420,5088
66920,5088
55430,5088
55753,5088
55427,5088
55517,5088
55652,5088
55436,5088
55437,5088
67103,5088
55313,5088
55304,5088
55510,5088
55708,5088
66983,5088
67112,5088
55366,5088
55654,5088
66958,5088
55742,5088
55643,5088
55394,5088
55402,5088
55636,5088
55582,5088
55439,5088
55429,5088
55745,5088
55565,5088
55457,5088
55321,5088
66959,5088
55635,5088
55751,5088
55329,5088
55490,5088
55679,5088
55401,5088
55770,5088
55520,5088
55726,5088
55601,5088
55700,5088
55771,5088
67106,5088
55727,5088
55736,5088
55754,5088
55637,5088
55663,5088
55509,5088
55752,5088
55661,5088
55518,5088
55634,5088
55690,5088
55664,5088
55410,5088
55419,5088
55581,5088
55715,5088
55365,5088
55526,5088
55301,5088
55725,5088
55546,5088
55555,5088
55403,5088
55735,5088
66919,5088
67113,5088
55384,5088
55734,5088
55590,5088
55707,5088
55535,5088
55716,5088
55400,5088
55527,5088
55544,5088
55499,5088
55385,5088
55493,5088
55511,5088
55529,5088
55744,5088
55699,5088
55330,5088
55672,5088
55691,5088
55572,5088
55508,5088
55428,5088
55760,5088
55680,5088
55466,5088
55627,5088
67116,5088
67114,5088
55421,5088
55448,5088
55519,5088
55600,5088
55609,5088
55447,5088
55393,5088
55536,5088
55545,5088
66978,4926
66977,4926
67029,4926
55789,4926
66895,4926
66880,4926
66980,4926
66883,4926
55353,4926
55462,4926
66952,4926
67098,4926
55356,4926
55790,4926
66982,4926
55300,4926
55670,4926
67032,4926
55498,4926
55662,4926
55293,4926
66985,4926
55464,4926
66963,4926
66956,4926
55409,4926
66882,4926
55553,4926
55769,4926
55434,4926
55461,4926
55302,4926
55687,4926
55326,4926
55354,4926
67105,4926
55689,4926
66960,4926
67088,4926
55644,4926
55481,4926
55416,4926
67099,4926
67037,4926
66954,4926
55282,4926
55317,4926
55283,4926
55497,4926
55633,4926
55653,4926
55425,4926
55364,4926
55571,4926
55659,4926
55563,4926
67043,4926
67047,4926
55678,4926
55713,4926
55392,4926
55607,4926
55338,4926
55319,4926
55668,4926
55698,4926
55534,4926
55554,4926
66962,4926
66955,4926
66904,4926
55455,4926
55328,4926
55761,4926
55724,4926
55671,4926
55309,4926
55408,4926
55740,4926
55623,4926
55669,4926
66879,4926
66957,4926
66981,4926
55310,4926
55311,4926
55479,4926
55562,4926
55488,4926
55615,4926
55624,4926
55391,4926
55281,4926
55291,4926
55606,4926
55697,4926
55608,4926
55446,4926
55617,4926
55452,4926
55372,4926
55453,4926
55491,4926
55533,4926
55589,4926
55632,4926
55399,4926
55767,4926
67109,4926
67111,4926
67104,4926
55759,4926
55660,4926
55500,4926
55320,4926
55625,4926
55616,4926
55706,4926
55587,4926
55382,4926
55626,4926
55318,4926
55570,4926
55426,4926
55524,4926
55580,4926
55749,4926
55355,4926
55445,4926
55642,4926
66916,4926
66984,4926
67040,4926
55731,4926
55390,4926
55337,4926
55380,4926
55732,4926
55743,4926
55714,4926
55599,4926
55327,4926
55371,4926
55733,4926
55578,4926
55598,4926
55347,4926
55569,4926
55373,4926
55374,4926
55398,4926
55407,4926
55444,4926
55383,4926
55454,4926
55515,4926
55758,4926
55482,4926
55463,4926
55561,4926
66953,4926
67027,4926
55516,4926
55605,4926
55284,4926
66979,4926
55346,4926
55688,4926
55292,4926
55308,4926
55418,4926
55791,4926
55299,4926
55517,4926
55652,4926
55437,4926
55480,4926
55427,4926
55436,4926
55389,4926
66958,4926
67103,4926
66983,4926
55643,4926
55742,4926
55417,4926
55345,4926
55686,4926
66641,4926
66959,4926
55741,4926
55401,4926
55768,4926
55679,4926
55635,4926
55751,4926
55329,4926
55770,4926
55490,4926
55363,4926
67106,4926
67101,4926
55651,4926
55634,4926
55661,4926
55518,4926
55752,4926
55509,4926
67024,4926
55725,4926
55290,4926
55750,4926
55410,4926
55526,4926
55419,4926
55715,4926
55362,4926
55581,4926
55365,4926
55301,4926
55435,4926
55650,4926
55677,4926
55335,4926
55695,4926
55336,4926
55535,4926
55734,4926
55400,4926
55507,4926
55544,4926
55696,4926
55590,4926
55596,4926
55527,4926
55499,4926
55443,4926
55579,4926
55641,4926
55707,4926
55506,4926
55525,4926
55614,4926
55716,4926
55552,4926
55760,4926
55428,4926
55381,4926
55508,4926
55597,4926
55572,4926
55588,4926
55344,4926
55680,4926
55560,4926
55704,4926
67102,4926
67114,4926
55722,4926
55705,4926
55723,4926
55489,4926
55542,4926
55536,4926
55551,4926
55545,4926
55543,4926
31272,3791
31308,3791
24864,3791
31299,3791
25236,3791
24996,3791
25000,3791
24866,3791
24987,3791
25079,3791
31303,3791
25010,3791
25011,3791
24867,3791
25008,3791
25003,3791
31292,3791
31323,3791
31291,3791
24647,3791
31289,3791
25234,3791
24665,3791
31255,3791
31298,3791
31340,3791
24766,3791
31295,3791
31297,3791
31281,3791
24995,3791
24663,3791
24667,3791
25007,3791
25138,3791
25306,3791
24659,3791
24657,3791
24984,3791
24751,3791
25233,3791
31282,3791
24976,3791
31285,3791
24978,3791
31234,3791
24784,3791
25080,3791
31294,3791
24880,3791
24977,3791
24896,3791
24769,3791
25163,3791
25122,3791
24999,3791
31288,3791
25307,3791
25152,3791
24749,3791
24885,3791
25096,3791
31287,3791
24764,3791
24874,3791
25235,3791
24752,3791
24901,3791
24883,3791
25248,3791
25275,3791
24975,3791
25178,3791
24767,3791
25040,3791
24649,3791
24863,3791
25110,3791
25124,3791
24775,3791
24778,3791
25165,3791
24998,3791
25237,3791
24877,3791
25247,3791
31237,3791
25304,3791
24993,3791
24988,3791
25181,3791
25055,3791
25006,3791
25002,3791
24899,3791
25249,3791
24770,3791
24639,3791
25291,3791
25038,3791
24865,3791
25012,3791
25153,3791
25009,3791
31306,3791
24868,3791
24650,3791
25192,3791
24888,3791
24672,3791
31286,3791
25041,3791
24645,3791
25221,3791
25108,3791
25081,3791
24676,3791
25111,3791
24662,3791
25208,3791
24671,3791
25222,3791
24638,3791
24759,3791
24979,3791
25177,3791
24869,3791
25037,3791
25207,3791
24992,3791
25277,3791
24787,3791
25250,3791
25069,3791
24789,3791
24776,3791
24891,3791
24673,3791
24886,3791
24783,3791
31240,3791
25191,3791
25331,3791
25107,3791
24997,3791
25164,3791
24982,3791
25179,3791
31276,3791
25053,3791
25334,3791
24664,3791
25001,3791
24773,3791
24983,3791
24994,3791
24761,3791
25093,3791
24756,3791
25136,3791
25318,3791
25066,3791
25137,3791
25151,3791
24763,3791
24786,3791
31293,3791
25125,3791
25205,3791
24862,3791
25220,3791
25135,3791
25065,3791
24651,3791
25332,3791
24882,3791
25095,3791
25082,3791
24785,3791
24781,3791
25195,3791
24668,3791
24779,3791
25004,3791
24765,3791
24884,3791
25289,3791
24879,3791
24980,3791
25290,3791
25276,3791
24981,3791
24762,3791
25333,3791
25067,3791
24774,3791
25167,3791
24897,3791
25292,3791
24641,3791
24652,3791
25039,3791
25068,3791
25265,3791
24895,3791
25209,3791
24887,3791
24900,3791
24974,3791
24760,3791
25149,3791
24772,3791
24646,3791
24881,3791
24757,3791
24892,3791
24758,3791
31277,3791
24754,3791
24990,3791
24985,3791
24991,3791
25051,3791
24656,3791
24986,3791
25094,3791
25305,3791
25109,3791
24894,3791
25013,3791
24666,3791
24777,3791
24893,3791
24675,3791
24643,3791
24989,3791
24878,3791
25206,3791
24750,3791
25321,3791
24788,3791
25139,3791
24661,3791
25180,3791
24637,3791
25219,3791
25303,3791
25052,3791
25319,3791
24768,3791
24658,3791
24898,3791
24674,3791
24872,3791
24654,3791
24644,3791
24640,3791
24875,3791
24871,3791
25320,3791
24889,3791
25278,3791
24669,3791
24753,3791
31280,3791
24655,3791
25150,3791
25261,3791
31275,3791
25193,3791
24642,3791
25054,3791
25293,3791
24780,3791
25005,3791
25335,3791
25166,3791
31284,3791
25194,3791
24670,3791
25223,3791
24653,3791
24873,3791
24755,3791
31258,3791
31283,3791
24870,3791
25123,3791
25262,3791
25279,3791
25251,3791
25083,3791
25264,3791
25097,3791
24648,3791
24660,3791
25317,3791
25121,3791
24876,3791
25263,3791
31290,3791
24890,3791
24771,3791
121050,7787
121048,7787
121055,7787
121054,7787
121051,7787
121004,7787
121019,7787
121052,7787
121021,7787
121001,7787
121020,7787
121017,7787
121053,7787
121018,7787
121022,7787
141569,7787
121023,7787
121042,7787
121049,7787
121028,7787
121008,7787
121045,7787
141582,7787
121005,7787
121040,7787
121047,7787
121041,7787
121012,7787
121006,7787
121043,7787
121003,7787
121046,7787
121027,7787
121002,7787
121024,7787
121007,7787
121044,7787
121014,7787
121016,7787
121015,7787
6557,1581
9776,1581
9749,1581
3196,1581
2957,1581
8178,1581
1925,1581
2073,1581
14174,1581
6554,1581
9751,1581
6552,1581
2965,1581
1951,1581
6511,1581
9757,1581
9755,1581
10401,1581
1936,1581
6553,1581
8180,1581
2961,1581
9783,1581
9747,1581
6512,1581
2962,1581
4566,1581
1928,1581
9748,1581
2632,1581
9756,1581
2979,1581
2964,1581
4563,1581
6536,1581
14166,1581
6539,1581
6267,1581
9753,1581
7351,1581
1930,1581
2079,1581
2977,1581
2967,1581
2974,1581
9765,1581
9752,1581
3213,1581
9744,1581
1926,1581
4695,1581
6543,1581
4569,1581
9742,1581
4577,1581
6378,1581
6336,1581
9762,1581
727,1581
6517,1581
8182,1581
14168,1581
9775,1581
6548,1581
9750,1581
15932,1581
2966,1581
9778,1581
9780,1581
15926,1581
6379,1581
2075,1581
10400,1581
3184,1581
6558,1581
6542,1581
2975,1581
4684,1581
6510,1581
7608,1581
14173,1581
3195,1581
6545,1581
9777,1581
9785,1581
6551,1581
4567,1581
2976,1581
4678,1581
4683,1581
6269,1581
6337,1581
9758,1581
9746,1581
2140,1581
5207,1581
6538,1581
