id,name,avgbuyout,sellprice,profession,quality
38867,Enchant Chest - Major Mana,63750.0,1000.0,enchanting,common
38881,Enchant Bracer - Argent Versatility,,1000.0,enchanting,common
38890,Enchant Gloves - Superior Agility,600000.0,1000.0,enchanting,common
224353,Gleeful Glamour - Gnome,,1.0,enchanting,common
201314,Illusory Adornment: Earth,,50000.0,enchanting,common
206968,Illusory Adornment: Dreams,,50000.0,enchanting,common
110618,Enchant Ring - Breath of Haste,236228.0,125.0,enchanting,common
110632,Enchant Cloak - Breath of Haste,651100.0,125.0,enchanting,common
38974,Enchant Boots - Greater Vitality,99600.0,1000.0,enchanting,common
38976,Enchant Boots - Superior Agility,250000.0,1000.0,enchanting,common
38984,Enchant Bracer - Haste,12000.0,1000.0,enchanting,common
38987,Enchant Bracer - Greater Stats,2923724.0,1000.0,enchanting,common
38990,Enchant Gloves - Armsman,701010.0,1000.0,enchanting,common
44456,Enchant Cloak - Speed,1499459.0,1000.0,enchanting,common
203862,Brilliant Mana Oil,,1000.0,enchanting,common
38898,Enchant Bracer - Stats,202000.0,1000.0,enchanting,common
38913,Enchant Chest - Exceptional Stats,68959996.0,1000.0,enchanting,common
38930,Enchant Chest - Major Armor,2000000.0,1000.0,enchanting,common
38931,Enchant Gloves - Blasting,665200.0,1000.0,enchanting,common
38949,Enchant Shield - Armor,512653.0,1000.0,enchanting,common
38782,Enchant Chest - Health,17893.0,1000.0,enchanting,common
38830,Enchant Boots - Stamina,30000.0,1000.0,enchanting,common
38849,Enchant Bracer - Greater Stamina,1005500.0,1000.0,enchanting,common
38852,Enchant Bracer - Greater Intellect,270000.0,1000.0,enchanting,common
38857,Enchant Gloves - Greater Strength,278132.0,1000.0,enchanting,common
224303,Gleeful Glamour - Dwarf,,1.0,enchanting,common
224309,Gleeful Glamour - Kul Tiran,,1.0,enchanting,common
224311,Gleeful Glamour - Mag'har Orc,,1.0,enchanting,common
224312,Gleeful Glamour - Mechagnome,,1.0,enchanting,common
224313,Gleeful Glamour - Night Elf,,1.0,enchanting,common
224314,Gleeful Glamour - Nightborne,,1.0,enchanting,common
224315,Gleeful Glamour - Orc,,1.0,enchanting,common
224317,Gleeful Glamour - Tauren,,1.0,enchanting,common
224318,Gleeful Glamour - Troll,,1.0,enchanting,common
224320,Gleeful Glamour - Void Elf,,1.0,enchanting,common
224323,Gleeful Glamour - Zandalari Troll,,1.0,enchanting,common
224364,Gleeful Glamour - Pandaren,,1.0,enchanting,common
224367,Gleeful Glamour - Undead,,1.0,enchanting,common
206969,Illusory Adornment: Dreams,,50000.0,enchanting,common
200615,Illusory Adornment: Fire,,50000.0,enchanting,common
110633,Enchant Cloak - Breath of Mastery,439720.0,125.0,enchanting,common
38964,Enchant Gloves - Greater Assault,1087499.0,1000.0,enchanting,common
38980,Enchant Bracer - Major Versatility,381940.0,1000.0,enchanting,common
38937,Enchant Bracer - Major Intellect,473999.0,1000.0,enchanting,common
38944,Enchant Boots - Boar's Speed,1650000.0,1000.0,enchanting,common
38679,Enchant Bracer - Minor Health,600.0,1000.0,enchanting,common
38774,Enchant Bracer - Minor Versatility,10000.0,1000.0,enchanting,common
38783,Enchant Bracer - Lesser Versatility,,1000.0,enchanting,common
38801,Enchant Gloves - Herbalism,999998.0,1000.0,enchanting,common
38810,Enchant Boots - Lesser Stamina,1700.0,1000.0,enchanting,common
38819,Enchant Boots - Lesser Versatility,,1000.0,enchanting,common
38827,Enchant Gloves - Agility,33330.0,1000.0,enchanting,common
38831,Enchant Gloves - Advanced Mining,,1000.0,enchanting,common
38866,Enchant Chest - Major Health,247605.0,1000.0,enchanting,common
38882,Enchant Bracer - Healing Power,,1000.0,enchanting,common
38885,Enchant Gloves - Threat,1008662.0,1000.0,enchanting,common
38886,Enchant Gloves - Shadow Power,,1000.0,enchanting,common
224301,Gleeful Glamour - Dark Iron Dwarf,,1.0,enchanting,common
224321,Gleeful Glamour - Vulpera,,1.0,enchanting,common
224322,Gleeful Glamour - Worgen,,1.0,enchanting,common
204567,Illusory Adornment: Spores,,50000.0,enchanting,common
201311,Illusory Adornment: Frost,,50000.0,enchanting,common
110625,Enchant Neck - Breath of Haste,747981.0,125.0,enchanting,common
110626,Enchant Neck - Breath of Mastery,799998.0,125.0,enchanting,common
38895,Enchant Cloak - Dodge,999999.0,1000.0,enchanting,common
38933,Enchant Gloves - Major Strength,79500.0,1000.0,enchanting,common
38766,Enchant Chest - Minor Health,500.0,1000.0,enchanting,common
38767,Enchant Chest - Minor Absorption,99999.0,1000.0,enchanting,common
38775,Enchant Cloak - Minor Protection,60000.0,1000.0,enchanting,common
38792,Enchant Shield - Lesser Versatility,2500.0,1000.0,enchanting,common
38793,Enchant Bracer - Lesser Stamina,745.0,1000.0,enchanting,common
38797,Enchant Bracer - Lesser Strength,78100.0,1000.0,enchanting,common
38798,Enchant Chest - Lesser Absorption,288993.0,1000.0,enchanting,common
38800,Enchant Gloves - Mining,245048.0,1000.0,enchanting,common
38803,Enchant Bracer - Lesser Intellect,56973.0,1000.0,enchanting,common
38825,Enchant Cloak - Greater Defense,17800.0,1000.0,enchanting,common
38828,Enchant Shield - Stamina,254258.0,1000.0,enchanting,common
38829,Enchant Bracer - Intellect,20000.0,1000.0,enchanting,common
38856,Enchant Gloves - Greater Agility,80000.0,1000.0,enchanting,common
224324,Gleeful Glamour - Blood Elf,,1.0,enchanting,common
224329,Gleeful Glamour - Gnome,,1.0,enchanting,common
224338,Gleeful Glamour - Nightborne,,1.0,enchanting,common
224341,Gleeful Glamour - Tauren,,1.0,enchanting,common
224344,Gleeful Glamour - Void Elf,,1.0,enchanting,common
224347,Gleeful Glamour - Zandalari Troll,,1.0,enchanting,common
224350,Gleeful Glamour - Draenei,,1.0,enchanting,common
224360,Gleeful Glamour - Mechagnome,,1.0,enchanting,common
224361,Gleeful Glamour - Night Elf,,1.0,enchanting,common
224368,Gleeful Glamour - Void Elf,,1.0,enchanting,common
224369,Gleeful Glamour - Vulpera,,1.0,enchanting,common
224370,Gleeful Glamour - Worgen,,1.0,enchanting,common
224371,Gleeful Glamour - Zandalari Troll,,1.0,enchanting,common
37603,Enchant Boots - Dexterity,,1000.0,enchanting,common
38909,Enchant Boots - Fortitude,3000.0,1000.0,enchanting,common
38911,Enchant Chest - Exceptional Health,300000.0,1000.0,enchanting,common
38776,Enchant Chest - Lesser Mana,99986.0,1000.0,enchanting,common
38790,Enchant Cloak - Lesser Protection,29800.0,1000.0,enchanting,common
38804,Enchant Chest - Minor Stats,20000.0,1000.0,enchanting,common
38805,Enchant Shield - Lesser Stamina,10000.0,1000.0,enchanting,common
38807,Enchant Boots - Lesser Agility,171630.0,1000.0,enchanting,common
38812,Enchant Bracer - Stamina,20000.0,1000.0,enchanting,common
38844,Enchant Boots - Agility,197577.0,1000.0,enchanting,common
38862,Enchant Boots - Greater Stamina,490000.0,1000.0,enchanting,common
38864,Enchant Boots - Versatility,850000.0,1000.0,enchanting,common
38888,Enchant Gloves - Fire Power,,1000.0,enchanting,common
224305,Gleeful Glamour - Gnome,,1.0,enchanting,common
224325,Gleeful Glamour - Dark Iron Dwarf,,1.0,enchanting,common
224326,Gleeful Glamour - Draenei,,1.0,enchanting,common
224327,Gleeful Glamour - Dwarf,,1.0,enchanting,common
224328,Gleeful Glamour - Earthen,,1.0,enchanting,common
224330,Gleeful Glamour - Goblin,,1.0,enchanting,common
224331,Gleeful Glamour - Highmountain Tauren,,1.0,enchanting,common
224333,Gleeful Glamour - Kul Tiran,,1.0,enchanting,common
224334,Gleeful Glamour - Lightforged Draenei,,1.0,enchanting,common
224335,Gleeful Glamour - Mag'har Orc,,1.0,enchanting,common
224336,Gleeful Glamour - Mechagnome,,1.0,enchanting,common
224337,Gleeful Glamour - Night Elf,,1.0,enchanting,common
224339,Gleeful Glamour - Orc,,1.0,enchanting,common
224340,Gleeful Glamour - Pandaren,,1.0,enchanting,common
224342,Gleeful Glamour - Troll,,1.0,enchanting,common
224343,Gleeful Glamour - Undead,,1.0,enchanting,common
224345,Gleeful Glamour - Vulpera,,1.0,enchanting,common
224346,Gleeful Glamour - Worgen,,1.0,enchanting,common
224348,Gleeful Glamour - Blood Elf,,1.0,enchanting,common
224349,Gleeful Glamour - Dark Iron Dwarf,,1.0,enchanting,common
224354,Gleeful Glamour - Goblin,,1.0,enchanting,common
224355,Gleeful Glamour - Highmountain Tauren,,1.0,enchanting,common
224357,Gleeful Glamour - Kul Tiran,,1.0,enchanting,common
224358,Gleeful Glamour - Lightforged Draenei,,1.0,enchanting,common
224359,Gleeful Glamour - Mag'har Orc,,1.0,enchanting,common
224362,Gleeful Glamour - Nightborne,,1.0,enchanting,common
224363,Gleeful Glamour - Orc,,1.0,enchanting,common
224365,Gleeful Glamour - Tauren,,1.0,enchanting,common
224366,Gleeful Glamour - Troll,,1.0,enchanting,common
168412,Light-Step Hoofplates,12900000.0,10000.0,enchanting,uncommon
224107,Algari Mana Oil,,1000.0,enchanting,uncommon
67275,Magic Lamp,8090000.0,,enchanting,uncommon
201601,Runed Serevite Rod,,20000.0,enchanting,uncommon
172437,Enchanted Elethium Bar,,12500.0,enchanting,uncommon
198715,Runed Draconium Rod,,60000.0,enchanting,uncommon
74250,Mysterious Essence,38200.0,,enchanting,uncommon
224110,Oil of Beledar's Grace,,1000.0,enchanting,uncommon
224113,Oil of Deep Toxins,,1000.0,enchanting,uncommon
224176,Mirror Powder,,5000.0,enchanting,uncommon
201158,Scepter of Spectacle: Order,,100000.0,enchanting,uncommon
200042,Enchant Ring - Writ of Haste,,50000.0,enchanting,uncommon
201161,Scepter of Spectacle: Air,,100000.0,enchanting,uncommon
200472,Scepter of Spectacle: Fire,,100000.0,enchanting,uncommon
172368,Enchant Weapon - Sinful Revelation,,625.0,enchanting,uncommon
159786,Enchant Weapon - Quick Navigation,28122991.0,625.0,enchanting,uncommon
172366,Enchant Weapon - Celestial Guidance,,625.0,enchanting,uncommon
153441,Enchant Ring - Seal of Versatility,920000.0,625.0,enchanting,uncommon
172370,Enchant Weapon - Lightless Force,,625.0,enchanting,uncommon
172439,Enchanted Lightless Silk,,12500.0,enchanting,uncommon
159788,Enchant Weapon - Versatile Navigation,26139998.0,625.0,enchanting,uncommon
159789,Enchant Weapon - Stalwart Navigation,23000000.0,625.0,enchanting,uncommon
172438,Enchanted Heavy Callous Hide,,12500.0,enchanting,uncommon
11288,Greater Magic Wand,117019.0,58.0,enchanting,uncommon
199957,Enchant Ring - Writ of Critical Strike,,50000.0,enchanting,uncommon
153438,Enchant Ring - Seal of Critical Strike,539900.0,625.0,enchanting,uncommon
201160,Scepter of Spectacle: Earth,,100000.0,enchanting,uncommon
199950,Enchant Cloak - Writ of Avoidance,,50000.0,enchanting,uncommon
224114,Runed Bismuth Rod,,60000.0,enchanting,uncommon
224105,Algari Mana Oil,,1000.0,enchanting,uncommon
153480,Enchant Weapon - Gale-Force Striking,7500000.0,625.0,enchanting,uncommon
199941,Enchant Bracer - Writ of Leech,,50000.0,enchanting,uncommon
224178,Mirror Powder,,5000.0,enchanting,uncommon
224108,Oil of Beledar's Grace,,1000.0,enchanting,uncommon
200535,Scepter of Spectacle: Frost,,100000.0,enchanting,uncommon
200036,Enchant Cloak - Writ of Speed,,50000.0,enchanting,uncommon
199942,Enchant Bracer - Writ of Speed,,50000.0,enchanting,uncommon
200025,Enchant Bracer - Writ of Leech,,50000.0,enchanting,uncommon
200034,Enchant Cloak - Writ of Avoidance,,50000.0,enchanting,uncommon
172462,Enchanted Twilight Wand,,36404.0,enchanting,uncommon
199952,Enchant Cloak - Writ of Speed,,50000.0,enchanting,uncommon
153439,Enchant Ring - Seal of Haste,460000.0,625.0,enchanting,uncommon
200035,Enchant Cloak - Writ of Leech,,50000.0,enchanting,uncommon
199951,Enchant Cloak - Writ of Leech,,50000.0,enchanting,uncommon
199958,Enchant Ring - Writ of Haste,,50000.0,enchanting,uncommon
224177,Mirror Powder,,5000.0,enchanting,uncommon
159785,Enchant Weapon - Deadly Navigation,22899998.0,625.0,enchanting,uncommon
128547,Enchant Cloak - Word of Intellect,7190000.0,625.0,enchanting,uncommon
200024,Enchant Bracer - Writ of Avoidance,,50000.0,enchanting,uncommon
172360,Enchant Ring - Bargain of Versatility,,625.0,enchanting,uncommon
153476,Enchant Weapon - Coastal Surge,12000000.0,625.0,enchanting,uncommon
207558,Smoked Fireshooter,,336.0,enchanting,uncommon
128540,Enchant Ring - Word of Versatility,463500.0,625.0,enchanting,uncommon
11289,Lesser Mystic Wand,69999.0,125.0,enchanting,uncommon
11287,Lesser Magic Wand,31919.0,32.0,enchanting,uncommon
200041,Enchant Ring - Writ of Critical Strike,,50000.0,enchanting,uncommon
200044,Enchant Ring - Writ of Versatility,,50000.0,enchanting,uncommon
199960,Enchant Ring - Writ of Versatility,,50000.0,enchanting,uncommon
200026,Enchant Bracer - Writ of Speed,,50000.0,enchanting,uncommon
199984,Enchant Bracer - Writ of Speed,,50000.0,enchanting,uncommon
224175,Concentration Concentrate,,5000.0,enchanting,uncommon
153479,Enchant Weapon - Torrent of Elements,12500000.0,625.0,enchanting,uncommon
144307,Enchant Neck - Mark of the Deadly,1810748.0,625.0,enchanting,uncommon
224111,Oil of Deep Toxins,,1000.0,enchanting,uncommon
159787,Enchant Weapon - Masterful Navigation,23440000.0,625.0,enchanting,uncommon
200002,Enchant Ring - Writ of Versatility,,50000.0,enchanting,uncommon
199959,Enchant Ring - Writ of Mastery,,50000.0,enchanting,uncommon
152872,Enchanter's Umbral Wand,6995000.0,1704.0,enchanting,uncommon
128539,Enchant Ring - Word of Mastery,1325000.0,625.0,enchanting,uncommon
172365,Enchant Weapon - Ascended Vigor,,625.0,enchanting,uncommon
172367,Enchant Weapon - Eternal Grace,,625.0,enchanting,uncommon
153440,Enchant Ring - Seal of Mastery,167000.0,625.0,enchanting,uncommon
199940,Enchant Bracer - Writ of Avoidance,,50000.0,enchanting,uncommon
172358,Enchant Ring - Bargain of Haste,,625.0,enchanting,uncommon
128538,Enchant Ring - Word of Haste,1295000.0,625.0,enchanting,uncommon
200000,Enchant Ring - Writ of Haste,,50000.0,enchanting,uncommon
224173,Concentration Concentrate,,5000.0,enchanting,uncommon
224174,Concentration Concentrate,,5000.0,enchanting,uncommon
161925,Enchanter's Umbral Wand,5550000.0,1585.0,enchanting,uncommon
165741,Disenchanting Rod,66498542.0,80875.0,enchanting,uncommon
89738,Essence or Dust,,,enchanting,uncommon
200043,Enchant Ring - Writ of Mastery,,50000.0,enchanting,uncommon
172357,Enchant Ring - Bargain of Critical Strike,,625.0,enchanting,uncommon
128545,Enchant Cloak - Word of Strength,7130000.0,625.0,enchanting,uncommon
128546,Enchant Cloak - Word of Agility,6129994.0,625.0,enchanting,uncommon
144305,Enchant Neck - Mark of the Versatile,2650000.0,625.0,enchanting,uncommon
128537,Enchant Ring - Word of Critical Strike,965080.0,625.0,enchanting,uncommon
144306,Enchant Neck - Mark of the Quick,2362373.0,625.0,enchanting,uncommon
199983,Enchant Bracer - Writ of Leech,,50000.0,enchanting,uncommon
199992,Enchant Cloak - Writ of Avoidance,,50000.0,enchanting,uncommon
200001,Enchant Ring - Writ of Mastery,,50000.0,enchanting,uncommon
172359,Enchant Ring - Bargain of Mastery,,625.0,enchanting,uncommon
224109,Oil of Beledar's Grace,,1000.0,enchanting,uncommon
153478,Enchant Weapon - Siphoning,5500000.0,625.0,enchanting,uncommon
11290,Greater Mystic Wand,300000.0,138.0,enchanting,uncommon
199982,Enchant Bracer - Writ of Avoidance,,50000.0,enchanting,uncommon
199993,Enchant Cloak - Writ of Leech,,50000.0,enchanting,uncommon
199999,Enchant Ring - Writ of Critical Strike,,50000.0,enchanting,uncommon
144304,Enchant Neck - Mark of the Master,2989495.0,625.0,enchanting,uncommon
199994,Enchant Cloak - Writ of Speed,,50000.0,enchanting,uncommon
224106,Algari Mana Oil,,1000.0,enchanting,uncommon
224112,Oil of Deep Toxins,,1000.0,enchanting,uncommon
200906,Illusion: Primal Fire,,10000.0,enchanting,rare
200030,Enchant Chest - Waking Stats,,50000.0,enchanting,rare
200021,Enchant Bracer - Devotion of Avoidance,,50000.0,enchanting,rare
200031,Enchant Cloak - Graceful Avoidance,,50000.0,enchanting,rare
200020,Enchant Boots - Watcher's Loam,,50000.0,enchanting,rare
204623,Enchant Weapon - Shadowflame Wreathe,,50000.0,enchanting,rare
200018,Enchant Boots - Plainsrunner's Breeze,,50000.0,enchanting,rare
200038,Enchant Ring - Devotion of Haste,,50000.0,enchanting,rare
138787,Tome of Illusions: Azeroth,27844997.0,,enchanting,rare
138793,Tome of Illusions: Pandaria,20999897.0,,enchanting,rare
200039,Enchant Ring - Devotion of Mastery,,50000.0,enchanting,rare
199934,Enchant Boots - Plainsrunner's Breeze,,50000.0,enchanting,rare
200037,Enchant Ring - Devotion of Critical Strike,,50000.0,enchanting,rare
138789,Tome of Illusions: Outland,31119990.0,,enchanting,rare
128561,Enchant Gloves - Legion Surveying,953994.0,625.0,enchanting,rare
168596,Enchant Weapon - Force Multiplier,12210000.0,625.0,enchanting,rare
200907,Illusion: Primal Frost,,10000.0,enchanting,rare
168598,Enchant Weapon - Naga Hide,11590000.0,625.0,enchanting,rare
199946,Enchant Chest - Waking Stats,,50000.0,enchanting,rare
159467,Enchant Gloves - Zandalari Skinning,267258.0,625.0,enchanting,rare
199936,Enchant Boots - Watcher's Loam,,50000.0,enchanting,rare
138791,Tome of Illusions: Cataclysm,13749996.0,,enchanting,rare
200883,Illusion: Primal Air,,10000.0,enchanting,rare
199948,Enchant Cloak - Homebound Speed,,50000.0,enchanting,rare
199947,Enchant Cloak - Graceful Avoidance,,50000.0,enchanting,rare
200022,Enchant Bracer - Devotion of Leech,,50000.0,enchanting,rare
200023,Enchant Bracer - Devotion of Speed,,50000.0,enchanting,rare
200033,Enchant Cloak - Regenerative Leech,,50000.0,enchanting,rare
67274,Enchanted Lantern,14869999.0,,enchanting,rare
199937,Enchant Bracer - Devotion of Avoidance,,50000.0,enchanting,rare
200634,Primal Invocation Extract,,5000.0,enchanting,rare
199955,Enchant Ring - Devotion of Mastery,,50000.0,enchanting,rare
68784,Enchant Bracer - Agility,38089020.0,1000.0,enchanting,rare
138792,Tome of Illusions: Elemental Lords,35000000.0,,enchanting,rare
138790,Tome of Illusions: Northrend,17349999.0,,enchanting,rare
74725,Enchant Weapon - Elemental Force,2899199.0,1000.0,enchanting,rare
200040,Enchant Ring - Devotion of Versatility,,50000.0,enchanting,rare
199939,Enchant Bracer - Devotion of Speed,,50000.0,enchanting,rare
199954,Enchant Ring - Devotion of Haste,,50000.0,enchanting,rare
52721,Heavenly Shard,191173.0,,enchanting,rare
199953,Enchant Ring - Devotion of Critical Strike,,50000.0,enchanting,rare
138794,Tome of Illusions: Secrets of the Shado-Pan,37949998.0,,enchanting,rare
200469,Khadgar's Disenchanting Rod,,1200000.0,enchanting,rare
223784,Enchant Weapon - Authority of the Depths,,50000.0,enchanting,rare
200905,Illusion: Primal Earth,,10000.0,enchanting,rare
138795,Tome of Illusions: Draenor,18709998.0,,enchanting,rare
124441,Leylight Shard,390900.0,,enchanting,rare
52747,Enchant Weapon - Mending,2982496.0,1000.0,enchanting,rare
199975,Enchant Weapon - Wafting Writ,,50000.0,enchanting,rare
152876,Umbra Shard,1615000.0,,enchanting,rare
22449,Large Prismatic Shard,143199.0,,enchanting,rare
200027,Enchant Chest - Accelerated Agility,,50000.0,enchanting,rare
68786,Enchant Bracer - Mighty Intellect,76258199.0,1000.0,enchanting,rare
128554,Enchant Shoulder - Boon of the Scavenger,1671460.0,625.0,enchanting,rare
200032,Enchant Cloak - Homebound Speed,,50000.0,enchanting,rare
199967,Enchant Weapon - Burning Writ,,50000.0,enchanting,rare
74247,Ethereal Shard,28594.0,,enchanting,rare
199956,Enchant Ring - Devotion of Versatility,,50000.0,enchanting,rare
74726,Enchant Weapon - Dancing Steel,10236642.0,1000.0,enchanting,rare
68785,Enchant Bracer - Major Strength,3916643.0,1000.0,enchanting,rare
128533,Enchanted Cauldron,28770000.0,,enchanting,rare
200059,Enchant Weapon - Wafting Writ,,50000.0,enchanting,rare
199943,Enchant Chest - Accelerated Agility,,50000.0,enchanting,rare
199945,Enchant Chest - Sustained Strength,,50000.0,enchanting,rare
74724,Enchant Weapon - Jade Spirit,6650490.0,1000.0,enchanting,rare
199949,Enchant Cloak - Regenerative Leech,,50000.0,enchanting,rare
223781,Enchant Weapon - Authority of Radiant Power,,50000.0,enchanting,rare
223793,Enchant Ring - Cursed Mastery,,50000.0,enchanting,rare
22448,Small Prismatic Shard,13599.0,,enchanting,rare
128534,Enchanted Torch,41699991.0,,enchanting,rare
199944,Enchant Chest - Reserve of Intellect,,50000.0,enchanting,rare
110682,Enchant Weapon - Mark of the Thunderlord,10590000.0,125.0,enchanting,rare
223677,Enchant Ring - Radiant Mastery,,50000.0,enchanting,rare
44493,Enchant Weapon - Berserking,3699998.0,1000.0,enchanting,rare
200029,Enchant Chest - Sustained Strength,,50000.0,enchanting,rare
128535,Enchanted Pen,26989999.0,,enchanting,rare
199963,Enchant Tool - Draconic Ingenuity,,50000.0,enchanting,rare
128553,Enchant Neck - Mark of the Hidden Satyr,25580000.0,625.0,enchanting,rare
74723,Enchant Weapon - Windsong,1147412.0,1000.0,enchanting,rare
74727,Enchant Weapon - Colossus,1044762.0,1000.0,enchanting,rare
223674,Enchant Ring - Radiant Haste,,50000.0,enchanting,rare
172231,Sacred Shard,,,enchanting,rare
128536,Leylight Brazier,51150000.0,,enchanting,rare
38873,Enchant Weapon - Crusader,13950000.0,1000.0,enchanting,rare
172406,Enchant Gloves - Shadowlands Gathering,,625.0,enchanting,rare
172362,Enchant Ring - Tenet of Haste,,625.0,enchanting,rare
46098,Enchant Weapon - Blood Draining,19950000.0,1000.0,enchanting,rare
199938,Enchant Bracer - Devotion of Leech,,50000.0,enchanting,rare
200618,Primal Invocation Extract,,5000.0,enchanting,rare
200047,Enchant Tool - Draconic Ingenuity,,50000.0,enchanting,rare
199964,Enchant Tool - Draconic Perception,,50000.0,enchanting,rare
110646,Enchant Neck - Gift of Haste,2913999.0,125.0,enchanting,rare
200048,Enchant Tool - Draconic Perception,,50000.0,enchanting,rare
200055,Enchant Weapon - Sophic Writ,,50000.0,enchanting,rare
199965,Enchant Tool - Draconic Resourcefulness,,50000.0,enchanting,rare
223692,Enchant Chest - Crystalline Radiance,,50000.0,enchanting,rare
177962,Enchant Chest - Eternal Stats,,625.0,enchanting,rare
204621,Enchant Weapon - Shadowflame Wreathe,,50000.0,enchanting,rare
152874,Enchanter's Sorcerous Scepter,6639750.0,4672.0,enchanting,rare
168593,Enchant Weapon - Machinist's Brilliance,11000000.0,625.0,enchanting,rare
172410,Enchant Cloak - Fortified Speed,,625.0,enchanting,rare
45056,Enchant Staff - Greater Spellpower,3215000.0,1000.0,enchanting,rare
199962,Enchant Tool - Draconic Finesse,,50000.0,enchanting,rare
223662,Enchant Ring - Radiant Critical Strike,,50000.0,enchanting,rare
223701,Enchant Tool - Algari Ingenuity,,50000.0,enchanting,rare
74728,Enchant Weapon - River's Song,3299996.0,1000.0,enchanting,rare
200641,Enchanted Writhebark Wand,,69305.0,enchanting,rare
200051,Enchant Weapon - Burning Writ,,50000.0,enchanting,rare
223775,Enchant Weapon - Authority of Air,,50000.0,enchanting,rare
223787,Enchant Ring - Cursed Critical Strike,,50000.0,enchanting,rare
172411,Enchant Cloak - Fortified Avoidance,,625.0,enchanting,rare
110653,Enchant Cloak - Gift of Haste,4349999.0,125.0,enchanting,rare
223686,Enchant Chest - Council's Intellect,,50000.0,enchanting,rare
168446,Enchant Ring - Accord of Critical Strike,11351977.0,625.0,enchanting,rare
168447,Enchant Ring - Accord of Haste,11629999.0,625.0,enchanting,rare
152878,Enchanted Tiki Mask,7200000.0,,enchanting,rare
204622,Enchant Weapon - Shadowflame Wreathe,,50000.0,enchanting,rare
199973,Enchant Weapon - Frozen Writ,,50000.0,enchanting,rare
223765,Enchant Weapon - Stonebound Artistry,,50000.0,enchanting,rare
110652,Enchant Cloak - Gift of Critical Strike,3029500.0,125.0,enchanting,rare
112115,Enchant Weapon - Mark of Shadowmoon,3808559.0,125.0,enchanting,rare
111245,Luminous Shard,131000.0,,enchanting,rare
38872,Enchant Weapon - Unholy Weapon,,1000.0,enchanting,rare
204615,Enchant Weapon - Spore Tender,,50000.0,enchanting,rare
199969,Enchant Weapon - Earthen Writ,,50000.0,enchanting,rare
223695,Enchant Tool - Algari Deftness,,50000.0,enchanting,rare
38998,Enchant Weapon - Deathfrost,59959902.0,1000.0,enchanting,rare
38871,Enchant Weapon - Lifestealing,1650000.0,1000.0,enchanting,rare
223650,Enchant Boots - Cavalry's March,,50000.0,enchanting,rare
223768,Enchant Weapon - Oathsworn's Tenacity,,50000.0,enchanting,rare
128551,Enchant Neck - Mark of the Claw,21439999.0,625.0,enchanting,rare
128558,Enchant Gloves - Legion Herbalism,1700000.0,625.0,enchanting,rare
207557,Magebane Nexus,,193.0,enchanting,rare
200046,Enchant Tool - Draconic Finesse,,50000.0,enchanting,rare
223656,Enchant Boots - Defender's March,,50000.0,enchanting,rare
223680,Enchant Ring - Radiant Versatility,,50000.0,enchanting,rare
223683,Enchant Chest - Stormrider's Agility,,50000.0,enchanting,rare
223707,Enchant Tool - Algari Resourcefulness,,50000.0,enchanting,rare
161928,Honorable Combatant's Sorcerous Scepter,10000000.0,4822.0,enchanting,rare
153431,Enchant Gloves - Kul Tiran Mining,225000.0,625.0,enchanting,rare
112165,Enchant Weapon - Mark of the Frostwolf,9005000.0,125.0,enchanting,rare
223689,Enchant Chest - Oathsworn's Strength,,50000.0,enchanting,rare
223704,Enchant Tool - Algari Perception,,50000.0,enchanting,rare
223790,Enchant Ring - Cursed Haste,,50000.0,enchanting,rare
161927,Enchanter's Sorcerous Scepter,27440000.0,4805.0,enchanting,rare
153444,Enchant Ring - Pact of Mastery,42909998.0,625.0,enchanting,rare
159466,Enchant Gloves - Zandalari Mining,336987.0,625.0,enchanting,rare
112160,Enchant Weapon - Mark of Blackrock,2357500.0,125.0,enchanting,rare
44453,Enchant Weapon - Greater Potency,39000.0,1000.0,enchanting,rare
38925,Enchant Weapon - Mongoose,19674997.0,1000.0,enchanting,rare
200053,Enchant Weapon - Earthen Writ,,50000.0,enchanting,rare
223665,Enchant Ring - Glimmering Haste,,50000.0,enchanting,rare
223698,Enchant Tool - Algari Finesse,,50000.0,enchanting,rare
223783,Enchant Weapon - Authority of the Depths,,50000.0,enchanting,rare
223794,Enchant Ring - Cursed Versatility,,50000.0,enchanting,rare
172361,Enchant Ring - Tenet of Critical Strike,,625.0,enchanting,rare
172415,Enchant Bracers - Eternal Intellect,,625.0,enchanting,rare
141908,Enchant Neck - Mark of the Heavy Hide,28680000.0,625.0,enchanting,rare
110645,Enchant Neck - Gift of Critical Strike,2898996.0,125.0,enchanting,rare
22460,Prismatic Sphere,14999398.0,6250.0,enchanting,rare
200049,Enchant Tool - Draconic Resourcefulness,,50000.0,enchanting,rare
223659,Enchant Ring - Glimmering Critical Strike,,50000.0,enchanting,rare
223671,Enchant Ring - Glimmering Versatility,,50000.0,enchanting,rare
223716,Enchant Bracer - Whisper of Armored Leech,,50000.0,enchanting,rare
223778,Enchant Weapon - Authority of Fiery Resolve,,50000.0,enchanting,rare
223796,Enchant Ring - Cursed Versatility,,50000.0,enchanting,rare
172408,Enchant Gloves - Eternal Strength,,625.0,enchanting,rare
38772,Enchant 2H Weapon - Minor Impact,325.0,1000.0,enchanting,rare
38868,Enchant Weapon - Icy Chill,7949995.0,1000.0,enchanting,rare
223653,Enchant Boots - Scout's March,,50000.0,enchanting,rare
223668,Enchant Ring - Glimmering Mastery,,50000.0,enchanting,rare
